sent_id	word	pos	tag
9	brider	VERB	O
9	.	PUNCT	O
10	Le	PRON	O
10	poser	VERB	O
10	sur	ADP	O
10	la	DET	O
10	grille	NOUN	O
10	du	ADP	O
10	four	NOUN	O
10	au-dessus	ADV	O
10	de	ADP	O
10	la	DET	O
10	léche	NOUN	O
10	-	NOUN	O
10	frite	NOUN	O
10	.	PUNCT	O
11	Faire	AUX	O
11	cuire	VERB	O
11	à	ADP	O
11	four	NOUN	O
11	chaud	ADJ	O
11	(	PUNCT	O
11	thermostat	NOUN	O
11	8)	NUM	O
11	pendant	ADP	O
11	15	NUM	O
11	mn	NOUN	O
11	,	PUNCT	O
11	puis	CCONJ	O
11	à	ADP	O
11	thermostat	NOUN	O
11	6	NUM	O
11	pendant	ADP	O
11	30	NUM	O
11	mn	NOUN	O
11	.	PUNCT	O
12	Faire	AUX	O
12	dorer	VERB	O
12	de	ADP	O
12	tous	ADJ	O
12	les	DET	O
12	côtés	NOUN	O
12	.	PUNCT	O
13	Piquer	VERB	O
13	le	DET	O
13	canard	NOUN	B-INGRED
13	avec	ADP	O
13	une	DET	O
13	fourchette	NOUN	O
13	:	PUNCT	O
13	si	SCONJ	O
13	le	DET	O
13	jus	NOUN	O
13	est	AUX	O
13	coule	VERB	O
13	rose	ADJ	O
13	pâle	ADJ	O
13	,	PUNCT	O
13	le	DET	O
13	canard	NOUN	B-INGRED
13	est	AUX	O
13	cuit	ADJ	O
13	.	PUNCT	O
14	Dénoyauter	VERB	O
14	les	DET	O
14	cerises	NOUN	B-INGRED
14	et	CCONJ	O
14	les	PRON	O
14	faire	AUX	O
14	revenir	VERB	O
14	au	ADP	O
14	beurre	NOUN	B-INGRED
14	pendant	ADP	O
14	3	NUM	O
14	minutes	NOUN	O
14	.	PUNCT	O
15	Ajouter	VERB	O
15	le	DET	O
15	cognac	NOUN	O
15	,	PUNCT	O
15	flamber	VERB	O
15	et	CCONJ	O
15	poivrer	VERB	O
15	.	PUNCT	O
16	Déglacer	VERB	O
16	la	DET	O
16	léchefrite	NOUN	O
16	à	ADP	O
16	l'	DET	O
16	aide	NOUN	O
16	d'	ADP	O
16	un	DET	O
16	peu	NOUN	O
16	de	ADP	O
16	jus	NOUN	O
16	de	ADP	O
16	citron	NOUN	B-INGRED
16	et	CCONJ	O
16	mélanger	VERB	O
16	au	ADP	O
16	jus	NOUN	O
16	de	ADP	O
16	cuisson	NOUN	O
16	des	ADP	O
16	cerises	NOUN	B-INGRED
16	.	PUNCT	O
17	Disposer	VERB	O
17	les	DET	O
17	cerises	NOUN	B-INGRED
17	autour	ADV	O
17	du	ADP	O
17	canard	NOUN	B-INGRED
17	sur	ADP	O
17	un	DET	O
17	plat	NOUN	O
17	chaud	ADJ	O
17	.	PUNCT	O
18	Napper	VERB	O
18	de	ADP	O
18	la	DET	O
18	sauce	NOUN	O
18	.	PUNCT	O
19	Battre	VERB	O
19	les	DET	O
19	ingrédients	NOUN	O
19	au	ADP	O
19	fouet	NOUN	O
19	électrique	ADJ	O
19	,	PUNCT	O
19	puis	CCONJ	O
19	verser	VERB	O
19	le	DET	O
19	tout	NOUN	O
19	sur	ADP	O
19	la	DET	O
19	pâte	NOUN	O
19	étalé	VERB	O
19	.	PUNCT	O
20	Mettre	VERB	O
20	au	ADP	O
20	four	NOUN	O
20	préchauffé	VERB	O
20	à	ADP	O
20	200	NUM	O
20	°	NOUN	O
20	C	NOUN	O
20	.	PUNCT	O
21	Surveiller	VERB	O
21	et	CCONJ	O
21	crever	VERB	O
21	les	DET	O
21	bulles	NOUN	O
21	avec	ADP	O
21	un	DET	O
21	couteau	NOUN	O
21	.	PUNCT	O
22	Plongez	VERB	O
22	les	DET	O
22	langues	NOUN	B-INGRED
22	de	ADP	I-INGRED
22	mouton	NOUN	I-INGRED
22	dans	ADP	O
22	de	ADP	O
22	l'	DET	O
22	eau	NOUN	O
22	froide	ADJ	O
22	.	PUNCT	O
23	Lorsque	SCONJ	O
23	l'	DET	O
23	eau	NOUN	O
23	bout	VERB	O
23	,	PUNCT	O
23	écumez	VERB	O
23	et	CCONJ	O
23	placez	VERB	O
23	-	PRON	O
23	y	PRON	O
23	les	DET	O
23	carottes	NOUN	B-INGRED
23	,	PUNCT	O
23	les	DET	O
23	poireaux	NOUN	B-INGRED
23	,	PUNCT	O
23	le	DET	O
23	navet	NOUN	B-INGRED
23	,	PUNCT	O
23	l'	DET	O
23	oignon	NOUN	B-INGRED
23	piqué	VERB	O
23	des	ADP	O
23	clous	NOUN	B-INGRED
23	de	ADP	I-INGRED
23	girofle	NOUN	I-INGRED
23	,	PUNCT	O
23	le	DET	O
23	thym	NOUN	B-INGRED
23	,	PUNCT	O
23	le	DET	O
23	laurier	NOUN	B-INGRED
23	et	CCONJ	O
23	le	DET	O
23	persil	NOUN	B-INGRED
23	.	PUNCT	O
24	Laissez	VERB	O
24	cuire	VERB	O
24	1h30	NUM	O
24	.	PUNCT	O
25	30	NUM	O
25	minutes	NOUN	O
25	avant	ADP	O
25	la	DET	O
25	fin	NOUN	O
25	de	ADP	O
25	la	DET	O
25	cuisson	NOUN	O
25	,	PUNCT	O
25	préparez	VERB	O
25	la	DET	O
25	sauce	NOUN	O
25	.	PUNCT	O
26	Faites	VERB	O
26	chauffer	VERB	O
26	l'	DET	O
26	huile	NOUN	B-INGRED
26	dans	ADP	O
26	une	DET	O
26	casserole	NOUN	O
26	.	PUNCT	O
27	Ajoutez	VERB	O
27	-	PRON	O
27	y	PRON	O
27	le	DET	O
27	concentré	NOUN	B-INGRED
27	de	ADP	O
27	tomates	NOUN	O
27	et	CCONJ	O
27	la	DET	O
27	farine	NOUN	B-INGRED
27	.	PUNCT	O
28	Mouillez	VERB	O
28	avec	ADP	O
28	le	DET	O
28	vin	NOUN	B-INGRED
28	blanc	ADJ	I-INGRED
28	sec	ADJ	O
28	chaud	ADJ	O
28	,	PUNCT	O
28	puis	CCONJ	O
28	le	DET	O
28	bouillon	NOUN	B-INGRED
28	.	PUNCT	O
29	Assaisonnez	VERB	O
29	généreusement	ADV	O
29	avec	ADP	O
29	poivre	NOUN	B-INGRED
29	,	PUNCT	O
29	muscade	NOUN	B-INGRED
29	,	PUNCT	O
29	quatre-épices	NOUN	O
29	,	PUNCT	O
29	paprika	NOUN	B-INGRED
29	et	CCONJ	O
29	ajoutez	VERB	O
29	les	DET	O
29	câpres	NOUN	B-INGRED
29	et	CCONJ	O
29	quelques	DET	O
29	feuilles	NOUN	O
29	d'	ADP	O
29	estragon	NOUN	B-INGRED
29	.	PUNCT	O
30	La	DET	O
30	cuisson	NOUN	O
30	des	ADP	O
30	langues	NOUN	B-INGRED
30	terminée	VERB	O
30	,	PUNCT	O
30	coupez	VERB	O
30	-	PRON	O
30	les	PRON	O
30	en	ADP	O
30	morceaux	NOUN	O
30	et	CCONJ	O
30	placez	VERB	O
30	-	PRON	O
30	les	PRON	O
30	dans	ADP	O
30	la	DET	O
30	sauce	NOUN	O
30	.	PUNCT	O
31	Vous	PRON	O
31	aurez	AUX	O
31	au	ADP	O
31	préalable	ADV	O
31	pelé	VERB	O
31	les	DET	O
31	langues	NOUN	B-INGRED
31	après	ADP	O
31	dix	NUM	O
31	minutes	NOUN	O
31	de	ADP	O
31	cuisson	NOUN	O
31	.	PUNCT	O
32	Accompagnez	VERB	O
32	ce	DET	O
32	plat	NOUN	O
32	de	ADP	O
32	riz	NOUN	O
32	à	ADP	O
32	la	DET	O
32	créole	NOUN	O
32	.	PUNCT	O
33	Préparez	VERB	O
33	la	DET	O
33	pâte	NOUN	O
33	:	PUNCT	O
33	faites	VERB	O
33	tiédir	VERB	O
33	le	DET	O
33	lait	NOUN	B-INGRED
33	et	CCONJ	O
33	délayez	VERB	O
33	-	PRON	O
33	y	PRON	O
33	la	DET	O
33	levure	NOUN	B-INGRED
33	,	PUNCT	O
33	ajoutez	VERB	O
33	y	ADV	O
33	le	DET	O
33	tiers	NOUN	O
33	de	ADP	O
33	la	DET	O
33	farine	NOUN	B-INGRED
33	et	CCONJ	O
33	laissez	VERB	O
33	le	DET	O
33	levain	NOUN	O
33	doubler	VERB	O
33	de	ADP	O
33	volume	NOUN	O
33	.	PUNCT	O
34	Dressez	VERB	O
34	le	DET	O
34	reste	NOUN	O
34	de	ADP	O
34	la	DET	O
34	farine	NOUN	B-INGRED
34	en	ADP	O
34	fontaine	NOUN	O
34	et	CCONJ	O
34	mettez	VERB	O
34	le	DET	O
34	levain	NOUN	O
34	au	ADP	O
34	milieu	NOUN	O
34	.	PUNCT	O
35	Cassez	VERB	O
35	-	PRON	O
35	y	PRON	O
35	les	DET	O
35	6	NUM	O
35	oeufs	NOUN	B-INGRED
35	et	CCONJ	O
35	ajoutez	VERB	O
35	le	DET	O
35	sel	NOUN	B-INGRED
35	et	CCONJ	O
35	le	DET	O
35	beurre	NOUN	B-INGRED
35	ramolli	VERB	O
35	.	PUNCT	O
36	Travaillez	VERB	O
36	la	DET	O
36	pâte	NOUN	O
36	à	ADP	O
36	la	DET	O
36	main	NOUN	O
36	,	PUNCT	O
36	formez-	VERB	O
36	en	ADP	O
36	une	DET	O
36	boule	NOUN	O
36	que	PRON	O
36	vous	PRON	O
36	laisserez	VERB	O
36	reposer	VERB	O
36	deux	NUM	O
36	heures	NOUN	O
36	.	PUNCT	O
37	Piquez	VERB	O
37	le	DET	O
37	gigot	NOUN	O
37	d'	ADP	O
37	ail	NOUN	B-INGRED
37	,	PUNCT	O
37	assaisonnez	VERB	O
37	-	PRON	O
37	le	PRON	O
37	de	ADP	O
37	sel	NOUN	B-INGRED
37	et	CCONJ	O
37	de	ADP	O
37	poivre	NOUN	B-INGRED
37	et	CCONJ	O
37	faites	VERB	O
37	-	PRON	O
37	le	PRON	O
37	cuire	VERB	O
37	au	ADP	O
37	four	NOUN	O
37	40	NUM	O
37	minutes	NOUN	O
37	.	PUNCT	O
38	Laissez	VERB	O
38	-	PRON	O
38	le	PRON	O
38	tiédir	VERB	O
38	.	PUNCT	O
39	Pendant	ADP	O
39	ce	DET	O
39	temps	NOUN	O
39	,	PUNCT	O
39	hâchez	VERB	O
39	finement	ADV	O
39	les	DET	O
39	échalotes	NOUN	B-INGRED
39	épluchées	VERB	O
39	et	CCONJ	O
39	travaillez	VERB	O
39	-	PRON	O
39	les	PRON	O
39	avec	ADP	O
39	le	DET	O
39	thym	NOUN	B-INGRED
39	émietté	VERB	O
39	,	PUNCT	O
39	persil	NOUN	B-INGRED
39	haché	VERB	I-INGRED
39	,	PUNCT	O
39	80	NUM	O
39	g	NOUN	O
39	de	ADP	O
39	beurre	NOUN	B-INGRED
39	,	PUNCT	O
39	du	ADP	O
39	sel	NOUN	B-INGRED
39	et	CCONJ	O
39	du	DET	O
39	poivre	NOUN	B-INGRED
39	.	PUNCT	O
40	Enduisez	VERB	O
40	l'	DET	O
40	intérieur	NOUN	O
40	du	ADP	O
40	gigot	NOUN	O
40	avec	ADP	O
40	le	DET	O
40	beurre	NOUN	B-INGRED
40	préparé	VERB	O
40	,	PUNCT	O
40	reformez	VERB	O
40	le	DET	O
40	gigot	NOUN	O
40	et	CCONJ	O
40	enrobez	VERB	O
40	-	PRON	O
40	le	PRON	O
40	de	ADP	O
40	pâte	NOUN	O
40	,	PUNCT	O
40	prévoyez	VERB	O
40	une	DET	O
40	cheminée	NOUN	O
40	pour	ADP	O
40	laisser	AUX	O
40	échapper	VERB	O
40	la	DET	O
40	vapeur	NOUN	O
40	.	PUNCT	O
41	Dorez	VERB	O
41	avec	ADP	O
41	le	DET	O
41	jaune	NOUN	B-INGRED
41	d'	ADP	I-INGRED
41	oeuf	NOUN	I-INGRED
41	battu	VERB	O
41	et	CCONJ	O
41	faites	PRON	O
41	cuire	VERB	O
41	40	NUM	O
41	minutes	NOUN	O
41	au	ADP	O
41	four	NOUN	O
41	.	PUNCT	O
42	Servez	VERB	O
42	avec	ADP	O
42	les	DET	O
42	champignons	NOUN	B-INGRED
42	sautés	VERB	O
42	au	ADP	O
42	beurre	NOUN	B-INGRED
42	avec	ADP	O
42	l'	DET	O
42	ail	NOUN	B-INGRED
42	hâché	VERB	O
42	.	PUNCT	O
43	Découpez	VERB	O
43	le	DET	O
43	gigot	NOUN	O
43	dès	ADP	O
43	sa	DET	O
43	sortie	NOUN	O
43	du	ADP	O
43	four	NOUN	O
43	comme	ADP	O
43	un	DET	O
43	rôti	NOUN	O
43	.	PUNCT	O
44	Décorez	VERB	O
44	le	DET	O
44	plat	NOUN	O
44	de	ADP	O
44	service	NOUN	O
44	avec	ADP	O
44	des	DET	O
44	touffes	NOUN	O
44	de	ADP	O
44	cresson	NOUN	O
44	et	CCONJ	O
44	des	DET	O
44	épluchures	NOUN	O
44	de	ADP	O
44	tomate	NOUN	O
44	roulées	VERB	O
44	en	ADP	O
44	forme	NOUN	O
44	de	ADP	O
44	rose	NOUN	O
44	.	PUNCT	O
45	Mettre	VERB	O
45	les	DET	O
45	fruits	NOUN	B-INGRED
45	séchés	VERB	O
45	à	ADP	O
45	tremper	VERB	O
45	à	ADP	O
45	tremper	VERB	O
45	.	PUNCT	O
46	Les	PRON	O
46	égoutter	VERB	O
46	,	PUNCT	O
46	les	PRON	O
46	couper	VERB	O
46	et	CCONJ	O
46	hacher	VERB	O
46	grossièrement	ADV	O
46	les	DET	O
46	fruits	NOUN	B-INGRED
46	secs	ADJ	I-INGRED
46	.	PUNCT	O
47	Mélanger	VERB	O
47	farine	NOUN	B-INGRED
47	,	PUNCT	O
47	beurre	NOUN	B-INGRED
47	ramolli	VERB	O
47	,	PUNCT	O
47	oeuf	NOUN	O
47	,	PUNCT	O
47	sucre	NOUN	B-INGRED
47	et	CCONJ	O
47	sel	NOUN	B-INGRED
47	et	CCONJ	O
47	ajouter	VERB	O
47	levure	NOUN	B-INGRED
47	délayée	VERB	O
47	dans	ADP	O
47	du	DET	O
47	lait	NOUN	B-INGRED
47	tiédi	VERB	O
47	.	PUNCT	O
48	Mettre	VERB	O
48	à	ADP	O
48	lever	VERB	O
48	30	NUM	O
48	minutes	NOUN	O
48	.	PUNCT	O
49	Etendre	VERB	O
49	la	DET	O
49	pâte	NOUN	O
49	et	CCONJ	O
49	disposer	VERB	O
49	fruits	NOUN	B-INGRED
49	secs	ADJ	I-INGRED
49	et	CCONJ	O
49	séchés	VERB	O
49	,	PUNCT	O
49	puis	CCONJ	O
49	saupoudrer	VERB	O
49	cannelle	NOUN	B-INGRED
49	,	PUNCT	O
49	sucre	NOUN	B-INGRED
49	(	PUNCT	O
49	pas	ADV	O
49	trop	ADV	O
49	,	PUNCT	O
49	les	DET	O
49	fruits	NOUN	B-INGRED
49	le	PRON	O
49	sont	AUX	O
49	déjà	ADV	O
49	!	PUNCT	O
49	)	PUNCT	O
49	,	PUNCT	O
49	vanille	NOUN	B-INGRED
49	et	CCONJ	O
49	éventuellement	ADV	O
49	arroser	VERB	O
49	avec	ADP	O
49	le	DET	O
49	verre	NOUN	O
49	de	ADP	O
49	schnaps	NOUN	B-INGRED
49	.	PUNCT	O
50	Rouler	VERB	O
50	le	DET	O
50	gâteau	NOUN	O
50	en	ADP	O
50	laissant	VERB	O
50	la	DET	O
50	jointure	NOUN	O
50	en-dessous	ADV	O
50	.	PUNCT	O
51	Refermer	VERB	O
51	de-même	ADV	O
51	les	DET	O
51	extrémités	NOUN	O
51	dessous	ADV	O
51	.	PUNCT	O
52	Laisser	VERB	O
52	à	ADP	O
52	nouveau	ADJ	O
52	lever	VERB	O
52	1/2	NUM	O
52	heure	NOUN	O
52	.	PUNCT	O
53	Badigeonner	VERB	O
53	de	ADP	O
53	café	NOUN	B-INGRED
53	fort	ADJ	I-INGRED
53	.	PUNCT	O
54	Cuire	VERB	O
54	au	ADP	O
54	four	NOUN	O
54	à	ADP	O
54	180	NUM	O
54	°	NUM	O
54	C	NOUN	O
54	(	PUNCT	O
54	thermostat	NOUN	O
54	6	NUM	O
54	)	PUNCT	O
55	30	NUM	O
55	minutes	NOUN	O
55	.	PUNCT	O
56	Un	DET	O
56	dessert	NOUN	O
56	de	ADP	O
56	fête	NOUN	O
56	traditionnel	ADJ	O
56	(	PUNCT	O
56	val	NOUN	O
56	d'	ADP	O
56	Orbey	PROPN	O
56	)	PUNCT	O
56	,	PUNCT	O
56	qui	PRON	O
56	remplace	VERB	O
56	avantageusement	ADV	O
56	la	DET	O
56	bûche	NOUN	O
56	de	ADP	O
56	Noël	PROPN	O
56	.	PUNCT	O
57	vin	NOUN	B-INGRED
57	blanc	ADJ	I-INGRED
57	d'	ADP	O
57	Alsace	PROPN	O
57	fruité	ADJ	O
58	Mettre	VERB	O
58	les	DET	O
58	morceaux	NOUN	O
58	de	ADP	O
58	poulet	NOUN	B-INGRED
58	à	ADP	O
58	mariner	VERB	O
58	dans	ADP	O
58	le	DET	O
58	pastis	NOUN	B-INGRED
58	au	ADP	O
58	réfrigérateur	NOUN	O
58	pendant	ADP	O
58	douze	NUM	O
58	heures	NOUN	O
58	(	PUNCT	O
58	facultatif	ADJ	O
58	)	PUNCT	O
58	.	PUNCT	O
59	Laisser	VERB	O
59	égoutter	VERB	O
59	les	DET	O
59	morceaux	NOUN	O
59	de	ADP	O
59	poulet	NOUN	B-INGRED
59	pendant	ADP	O
59	une	DET	O
59	bonne	ADJ	O
59	heure	NOUN	O
59	le	DET	O
59	cas	NOUN	O
59	échéant	ADJ	O
59	puis	CCONJ	O
59	les	PRON	O
59	faire	AUX	O
59	revenir	VERB	O
59	dans	ADP	O
59	l'	DET	O
59	huile	NOUN	B-INGRED
59	d'	ADP	I-INGRED
59	olive	NOUN	I-INGRED
59	.	PUNCT	O
60	Les	PRON	O
60	sortir	VERB	O
60	de	ADP	O
60	la	DET	O
60	cocotte	NOUN	O
60	,	PUNCT	O
60	les	PRON	O
60	saler	VERB	O
60	sur	ADP	O
60	toutes	ADJ	O
60	les	DET	O
60	faces	NOUN	O
60	et	CCONJ	O
60	les	PRON	O
60	poivrer	VERB	O
60	.	PUNCT	O
61	Mettre	VERB	O
61	les	DET	O
61	tomates	NOUN	B-INGRED
61	dans	ADP	O
61	la	DET	O
61	cocotte	NOUN	O
61	,	PUNCT	O
61	ajouter	VERB	O
61	l'	DET	O
61	ail	NOUN	B-INGRED
61	écrasé	VERB	O
61	,	PUNCT	O
61	et	CCONJ	O
61	laisser	VERB	O
61	les	DET	O
61	tomates	NOUN	B-INGRED
61	se	PRON	O
61	réduire	VERB	O
61	en	ADP	O
61	purée	NOUN	O
61	à	ADP	O
61	feux	NOUN	O
61	doux	ADJ	O
61	.	PUNCT	O
62	Écraser	VERB	O
62	éventuellement	ADV	O
62	à	ADP	O
62	la	DET	O
62	fourchette	NOUN	O
62	.	PUNCT	O
63	Ajouter	VERB	O
63	le	DET	O
63	pastis	NOUN	B-INGRED
63	,	PUNCT	O
63	l'	DET	O
63	anis	NOUN	O
63	étoilé	ADJ	O
63	et	CCONJ	O
63	les	DET	O
63	graines	NOUN	O
63	de	ADP	O
63	fenouil	NOUN	O
63	pilées	VERB	O
63	au	ADP	O
63	mortier	NOUN	O
63	,	PUNCT	O
63	puis	CCONJ	O
63	lorsque	SCONJ	O
63	le	DET	O
63	mélange	NOUN	O
63	bout	VERB	O
63	,	PUNCT	O
63	les	DET	O
63	morceaux	NOUN	O
63	de	ADP	O
63	poulet	NOUN	B-INGRED
63	.	PUNCT	O
64	Mouiller	VERB	O
64	avec	ADP	O
64	de	ADP	O
64	l'	DET	O
64	eau	NOUN	O
64	,	PUNCT	O
64	du	DET	O
64	thym	NOUN	B-INGRED
64	et	CCONJ	O
64	une	DET	O
64	feuille	NOUN	O
64	de	ADP	O
64	laurier	NOUN	B-INGRED
64	ou	CCONJ	O
64	avec	ADP	O
64	le	DET	O
64	bouillon	NOUN	B-INGRED
64	de	ADP	I-INGRED
64	poule	NOUN	I-INGRED
64	pour	ADP	O
64	largement	ADV	O
64	recouvrir	VERB	O
64	les	DET	O
64	morceaux	NOUN	O
64	de	ADP	O
64	poulet	NOUN	B-INGRED
64	.	PUNCT	O
65	Laisser	VERB	O
65	bouillir	VERB	O
65	quelques	DET	O
65	minutes	NOUN	O
65	,	PUNCT	O
65	rectifier	VERB	O
65	l'	DET	O
65	assaisonnement	NOUN	O
65	puis	CCONJ	O
65	ajouter	VERB	O
65	les	DET	O
65	pommes	NOUN	O
65	de	ADP	O
65	terre	NOUN	O
65	coupées	VERB	O
65	en	ADP	O
65	tranches	NOUN	O
65	épaisses	ADJ	O
65	en	ADP	O
65	les	PRON	O
65	plongeant	VERB	O
65	dans	ADP	O
65	le	DET	O
65	bouillon	NOUN	B-INGRED
65	de	ADP	O
65	cuisson	NOUN	O
65	.	PUNCT	O
66	Couvrir	VERB	O
66	la	DET	O
66	cocotte	NOUN	O
66	et	CCONJ	O
66	laisser	VERB	O
66	cuire	VERB	O
66	de	ADP	O
66	quinze	NUM	O
66	à	ADP	O
66	vingt	NUM	O
66	minutes	NOUN	O
66	en	ADP	O
66	remuant	VERB	O
66	délicatement	ADV	O
66	une	DET	O
66	ou	CCONJ	O
66	deux	NUM	O
66	fois	NOUN	O
66	.	PUNCT	O
67	Pendant	ADP	O
67	que	SCONJ	O
67	les	DET	O
67	pommes	NOUN	O
67	de	ADP	O
67	terre	NOUN	O
67	cuisent	VERB	O
67	,	PUNCT	O
67	faire	AUX	O
67	cuire	VERB	O
67	à	ADP	O
67	la	DET	O
67	vapeur	NOUN	O
67	les	DET	O
67	fenouils	NOUN	O
67	coupés	VERB	O
67	en	ADP	O
67	quatre	NUM	B-INGRED
67	selon	ADP	O
67	l'	DET	O
67	axe	NOUN	O
67	.	PUNCT	O
68	Les	PRON	O
68	ajouter	VERB	O
68	au	ADP	O
68	poulet	NOUN	B-INGRED
68	pendant	ADP	O
68	les	DET	O
68	deux	NUM	O
68	dernières	ADJ	O
68	minutes	NOUN	O
68	de	ADP	O
68	la	DET	O
68	cuisson	NOUN	O
68	,	PUNCT	O
68	avec	ADP	O
68	le	DET	O
68	foie	NOUN	O
68	entier	ADJ	O
68	,	PUNCT	O
68	rectifier	VERB	O
68	le	DET	O
68	sel	NOUN	B-INGRED
68	et	CCONJ	O
68	le	DET	O
68	poivre	NOUN	B-INGRED
68	.	PUNCT	O
69	Préparer	VERB	O
69	la	DET	O
69	rouille	NOUN	O
69	en	ADP	O
69	fin	NOUN	O
69	de	ADP	O
69	cuisson	NOUN	O
69	:	PUNCT	O
69	piler	VERB	O
69	au	ADP	O
69	mortier	NOUN	O
69	les	DET	O
69	piments	NOUN	B-INGRED
69	et	CCONJ	O
69	une	DET	O
69	gousse	NOUN	O
69	d'	ADP	O
69	ail	NOUN	B-INGRED
69	cru	ADJ	O
69	,	PUNCT	O
69	y	PRON	O
69	ajouter	VERB	O
69	deux	NUM	O
69	,	PUNCT	O
69	trois	NUM	O
69	rondelles	NOUN	O
69	de	ADP	O
69	pomme	NOUN	O
69	de	ADP	O
69	terre	NOUN	O
69	prises	VERB	O
69	dans	ADP	O
69	le	DET	O
69	bouillon	NOUN	B-INGRED
69	et	CCONJ	O
69	une	DET	O
69	peu	ADV	O
69	de	ADP	O
69	jus	NOUN	O
69	de	ADP	O
69	cuisson	NOUN	O
69	,	PUNCT	O
69	réduire	VERB	O
69	en	ADP	O
69	purée	NOUN	O
69	puis	CCONJ	O
69	monter	VERB	O
69	à	ADP	O
69	l'	DET	O
69	huile	NOUN	B-INGRED
69	d'	ADP	I-INGRED
69	olive	NOUN	I-INGRED
69	comme	ADP	O
69	une	DET	O
69	mayonnaise	NOUN	O
69	.	PUNCT	O
70	Servir	VERB	O
70	le	DET	O
70	poulet	NOUN	B-INGRED
70	très	ADV	O
70	chaud	ADJ	O
70	avec	ADP	O
70	des	DET	O
70	croutons	NOUN	B-INGRED
70	et	CCONJ	O
70	la	DET	O
70	rouille	NOUN	O
70	.	PUNCT	O
71	vin	NOUN	B-INGRED
71	de	ADP	O
71	provence	PROPN	O
72	Faire	AUX	O
72	tremper	VERB	O
72	les	DET	O
72	champignons	NOUN	B-INGRED
72	dans	ADP	O
72	de	ADP	O
72	l'	DET	O
72	eau	NOUN	O
72	.	PUNCT	O
73	Couper	VERB	O
73	la	DET	O
73	viande	NOUN	O
73	en	ADP	O
73	fins	ADJ	O
73	morceaux	NOUN	O
73	,	PUNCT	O
73	la	PRON	O
73	saisir	VERB	O
73	dans	ADP	O
73	une	DET	O
73	poële	NOUN	O
73	avec	ADP	O
73	un	DET	O
73	peu	NOUN	O
73	d'	ADP	O
73	huile	NOUN	B-INGRED
73	et	CCONJ	O
73	la	PRON	O
73	réserver	VERB	O
73	.	PUNCT	O
74	Couper	VERB	O
74	les	DET	O
74	légumes	NOUN	O
74	en	ADP	O
74	lamelles	NOUN	O
74	et	CCONJ	O
74	les	PRON	O
74	cuire	VERB	O
74	quelques	DET	O
74	minutes	NOUN	O
74	(	PUNCT	O
74	ils	PRON	O
74	doivent	VERB	O
74	rester	VERB	O
74	croquants	ADJ	O
74	)	PUNCT	O
74	avec	ADP	O
74	le	DET	O
74	reste	NOUN	O
74	des	ADP	O
74	ingrédients	NOUN	O
74	.	PUNCT	O
75	Réserver	VERB	O
75	.	PUNCT	O
76	Sauce	NOUN	O
76	:	PUNCT	O
77	mélanger	VERB	O
77	tous	ADJ	O
77	les	DET	O
77	ingrédients	NOUN	O
77	et	CCONJ	O
77	les	PRON	O
77	faire	AUX	O
77	cuire	VERB	O
77	pour	ADP	O
77	que	SCONJ	O
77	la	DET	O
77	sauce	NOUN	B-INGRED
77	prenne	VERB	O
77	consistance	NOUN	O
77	.	PUNCT	O
78	Ajouter	VERB	O
78	à	ADP	O
78	la	DET	O
